features,sv_0,sv_1,sv_2,sv_3,sv_4,cv_std,cv_mean,feature_n
NLRP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193
AC131056.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2194
CBX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195
RECQL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2196
RP5-821D11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197
TSEN54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198
FDXR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2199
RAB37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200
PRKACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201
FLJ37453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2202
CTB-58E17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2203
ORMDL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204
MEI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2205
TNRC6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2206
TTI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207
CD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208
SIGLEC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209
RAB40B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210
CCL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211
RP11-47L3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212
KLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213
NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2214
SLFN12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215
RP13-516M14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216
BIRC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217
UBR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2218
RP11-334C17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219
CBX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220
ATP13A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221
ENGASE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222
AC069363.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2223
RP11-386I14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224
NR1D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225
WIPF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226
TOP2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227
RGL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228
BZRAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2229
TPTEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2230
ITGA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231
RP11-159D12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232
HEXIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233
USP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234
NEFH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235
RASL10A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236
RERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237
COPZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238
SKAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239
C17orf67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240
HOXB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2241
DERL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242
HOXB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243
KREMEN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2244
SEPT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245
ZSCAN18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2246
CTC-444N24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247
PSMC3IP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248
SSTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249
SLC25A34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250
IGFBP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2251
ABCA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252
POLG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253
MCOLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254
JUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255
HS2ST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256
KLHL11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2257
LMO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2258
TNNT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259
MAP3K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2260
ACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2261
FOXRED2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262
APOL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2263
MYO1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264
NEXN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2265
FUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266
RIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267
ZCCHC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268
TNFRSF25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2269
CDC14A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270
RP11-117D22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2271
DHCR24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272
LINC01480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2273
AC006129.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274
RRBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275
CEACAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2276
CH507-513H4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2277
CEACAM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278
CH507-513H4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279
MIAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280
BORCS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281
KRBA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282
CD79A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283
ID1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2284
C21orf91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285
TPX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2286
RP5-1085F17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287
CYB5D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2288
S1PR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2289
C19orf33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290
RBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291
TGIF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2292
MYL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2293
MAP3K7CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294
CNBD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295
C17orf107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296
NLRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2297
GGT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2298
MIR497HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299
SLC16A13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300
VCAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301
ACTL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302
PIK3R6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303
IRGQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304
RCN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2305
PRR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306
NATD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307
STRN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2308
SLC1A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309
BBC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310
C5AR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311
LIG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312
NEK8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313
CEP192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314
CADM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315
DBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316
NDUFV2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317
TRAF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318
PTPRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319
TRPM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320
GCLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321
BIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322
PRKD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2323
NPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324
PDIK1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2325
PPM1N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2326
TRIM16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327
SRXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328
PARD6G-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329
UTS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330
ABCD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2331
HSBP1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332
RP11-567M16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333
SREBF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2334
PRR34-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335
SLC9A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2336
NFIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2337
SOCS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338
GADD45A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339
ZNF296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340
PPP1R37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341
LAMP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342
RP11-70C1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343
HIRIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344
SEMA4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345
CLIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346
ABHD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347
RP11-458F8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348
ZNF117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349
ZNF273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350
ZNF680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351
FIGNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352
EEPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353
PPP1R17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354
HOXA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355
NFE2L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356
ITGB8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357
AC003075.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358
SOWAHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359
GLCCI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360
ZNF316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361
CARD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2362
ANKRD36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2363
KANSL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364
PLPP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365
SEMA3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366
ANKRD36C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367
RP11-22N19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368
ALKBH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369
TRIM56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370
MUC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371
ACHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372
GIGYF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373
SAP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374
NCAPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375
PILRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2376
MCM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2377
NEURL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378
LMTK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379
GNG11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380
CYP51A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381
FZD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2382
HGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383
CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384
AGPAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385
AC017002.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386
RP3-393E18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387
MCM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388
CD2AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389
SFT2D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390
MCM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2391
GTPBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392
SRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2393
USP49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394
TREML1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395
TMEM217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396
LY75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2397
DPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398
XXbac-BPG294E21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399
PHF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400
KIFC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401
COBLL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402
SCN9A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403
TTC30B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2404
TMEM14A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405
DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2406
ME1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2407
TXLNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2408
TIAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2409
CCDC170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410
KATNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411
ZC3H12D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412
STXBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2413
FBXO30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414
ADGRG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415
PAX8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416
MANEA-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417
RP11-356I2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2418
PDE7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419
RP11-65I12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420
VNN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421
AC009404.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2422
TSPYL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2423
KIAA1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424
AC058791.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425
WDR91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426
TRIM24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2427
ERI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428
GGH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2429
AC022182.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430
CHD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431
TOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432
EPAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433
MCM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434
RP11-350N15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435
ZNF703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2436
ZNF395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2437
PNOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438
CLU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439
ADAMDEC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440
RP11-624C23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441
TNFRSF10D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2442
TNFRSF10C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443
RHOBTB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2444
CSGALNACT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445
SLCO5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2446
RDH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2447
WWP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448
RP11-809O17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449
KANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450
ZNF517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2451
EXOSC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2452
CYP1B1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2453
LYPD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454
LY6K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455
SLC45A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456
ZFAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457
THUMPD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458
PVT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2459
ZHX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2460
MTBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461
KB-1507C5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2462
LAPTM4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463
TP53INP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464
CCNE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465
DLC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466
MFHAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2467
AC133644.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2468
SGK223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2469
DYSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470
WWC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471
ASMTL-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472
TRABD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2473
CRLF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474
PLCXD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475
GNLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476
ABCB8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477
RNF103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2478
GIMAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2479
CD8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480
GIMAP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481
LINC00996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482
ACTR3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2483
EZH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484
AC093673.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485
SLC37A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486
MAGIX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2487
MAGEH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2488
RP11-474G23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489
NKRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2490
MYOM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491
KBTBD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2492
PAPOLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493
ZNF185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494
HMGB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495
CXorf40A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496
RAB33A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497
LONRF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498
SPRED2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2499
BEX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500
TCEAL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501
ZMAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2502
ARMCX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503
LGALSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504
HMGN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505
NHSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506
STK19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507
OSBPL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508
MSH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2509
ABCC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510
THAP9-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511
ANTXR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512
STBD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2513
RAD18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2514
HRH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515
STAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516
HOPX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517
RHOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518
TRMT44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519
TADA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520
ZFYVE28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2521
HAUS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2522
CRIPAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2523
OXNAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524
IQCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525
BDH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526
MFI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527
PDCD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528
WDFY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529
ARHGAP24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2530
MAD2L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2531
C4orf46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2532
PDGFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2533
GUCY1B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2534
INPP4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2535
RP11-83A24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536
JADE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2537
ANKRD50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2538
AP1S3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539
PASK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540
CENPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541
AGFG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542
SH3BP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543
SNCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544
FAM13A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2545
FAM13A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546
NAP1L5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547
TM4SF19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548
TTC14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549
NEK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550
PLD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551
GCSAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2552
TRANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553
PROS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554
PROK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2555
FLNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556
NT5DC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2557
NISCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558
DNAH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2559
PCBP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560
FAM212A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561
C3orf62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2562
KIF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2563
NBEAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564
CCR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565
